clean_name,target_account_name
RAILWAY EXAM,Exam & Certification Fees
STATE PSC FEES,Exam & Certification Fees
ADMIT CARD FEES,Exam & Certification Fees
HALL TICKET FEES,Exam & Certification Fees
PROMETRIC EXAM,Exam & Certification Fees
PEARSON EXAM,Exam & Certification Fees
CERTIFICATION EXAM,Exam & Certification Fees
IELTS FEES,Exam & Certification Fees
TOEFL FEES,Exam & Certification Fees
SAT FEES,Exam & Certification Fees
LAB MATERIAL,Project & Lab Supplies
PROJECT SUPPLIES,Project & Lab Supplies
EXPERIMENT MATERIAL,Project & Lab Supplies
SCIENCE PROJECT,Project & Lab Supplies
LAB EQUIPMENT SMALL,Project & Lab Supplies
COLLEGE PROJECT,Project & Lab Supplies
RESEARCH MATERIAL,Project & Lab Supplies
PROTOTYPE COST,Project & Lab Supplies
LAB CHEMICALS,Project & Lab Supplies
GLASSWARE PURCHASE,Project & Lab Supplies
ELECTRONICS COMPONENTS,Project & Lab Supplies
ARDUINO KIT,Project & Lab Supplies
RASPBERRY PI,Project & Lab Supplies
CIRCUIT COMPONENTS,Project & Lab Supplies
PROJECT TOOLS,Project & Lab Supplies
LAB CONSUMABLES,Project & Lab Supplies
FABRICATION MATERIAL,Project & Lab Supplies
DESIGN PROJECT,Project & Lab Supplies
CAD SOFTWARE,Project & Lab Supplies
3D PRINT MATERIAL,Project & Lab Supplies
LAB REAGENTS,Project & Lab Supplies
WORKSHOP MATERIAL,Project & Lab Supplies
CRAFT MATERIAL,Project & Lab Supplies
MODEL KIT,Project & Lab Supplies
HOSTEL FEES,Hostel & Student Housing
HOSTEL RENT,Hostel & Student Housing
PG PAYMENT,Hostel & Student Housing
PAYING GUEST FEES,Hostel & Student Housing
STUDENT ACCOMMODATION,Hostel & Student Housing
DORM FEES,Hostel & Student Housing
ROOM RENT STUDENT,Hostel & Student Housing
COLLEGE HOSTEL,Hostel & Student Housing
HOSTEL MONTHLY,Hostel & Student Housing
MESS CHARGES,Hostel & Student Housing
HOSTEL MESS,Hostel & Student Housing
STUDENT HOUSING,Hostel & Student Housing
SHARED ROOM RENT,Hostel & Student Housing
STUDENT PG,Hostel & Student Housing
CAMPUS HOUSING,Hostel & Student Housing
UNIVERSITY HOSTEL,Hostel & Student Housing
HOSTEL CAUTION DEPOSIT,Hostel & Student Housing
BOARDING FEES,Hostel & Student Housing
LODGING STUDENT,Hostel & Student Housing
RESIDENCY FEES,Hostel & Student Housing
HALL OF RESIDENCE,Hostel & Student Housing
STUDENT LODGE,Hostel & Student Housing
HOSTEL ADVANCE,Hostel & Student Housing
PG ADVANCE,Hostel & Student Housing
EDUCATION LOAN EMI,Student Loan (Education)
STUDY LOAN,Student Loan (Education)
SBI EDUCATION LOAN,Student Loan (Education)
HDFC EDUCATION LOAN,Student Loan (Education)
STUDENT EMI,Student Loan (Education)
EDUCATION EMI,Student Loan (Education)
VIDYA LAKSHMI,Student Loan (Education)
EDUCATION LOAN PAYMENT,Student Loan (Education)
STUDY LOAN REPAY,Student Loan (Education)
STUDENT LOAN NACH,Student Loan (Education)
EDLOAN EMI,Student Loan (Education)
EDUCATION DEBT EMI,Student Loan (Education)
BANK EDUCATION LOAN,Student Loan (Education)
PVTBANK EDLOAN,Student Loan (Education)
EDUCATION LOAN NEFT,Student Loan (Education)
COLLEGE LOAN EMI,Student Loan (Education)
ICICI EDUCATION LOAN,Student Loan (Education)
AXIS EDUCATION LOAN,Student Loan (Education)
CANARA EDUCATION LOAN,Student Loan (Education)
AVANSE LOAN,Student Loan (Education)
AUXILO LOAN,Student Loan (Education)
CREDILA LOAN,Student Loan (Education)
INCRED EDUCATION,Student Loan (Education)
STUDENT FINANCE EMI,Student Loan (Education)
CHROMEBOOK BUY,Laptop & Educational Tech
TABLET PURCHASE,Laptop & Educational Tech
IPAD PURCHASE,Laptop & Educational Tech
EDUCATIONAL DEVICE,Laptop & Educational Tech
STUDY GADGET,Laptop & Educational Tech
HEADPHONES STUDY,Laptop & Educational Tech
WEBCAM PURCHASE,Laptop & Educational Tech
LAPTOP AMAZON,Laptop & Educational Tech
LAPTOP FLIPKART,Laptop & Educational Tech
HP LAPTOP,Laptop & Educational Tech
DELL LAPTOP,Laptop & Educational Tech
LENOVO LAPTOP,Laptop & Educational Tech
ACER LAPTOP,Laptop & Educational Tech
ASUS LAPTOP,Laptop & Educational Tech
MACBOOK STUDENT,Laptop & Educational Tech
GRAPHICS TABLET,Laptop & Educational Tech
SCIENTIFIC CALCULATOR,Laptop & Educational Tech
STYLUS PEN,Laptop & Educational Tech
DRAWING TABLET,Laptop & Educational Tech
STUDENT COMPUTER,Laptop & Educational Tech
STUDY TABLET,Laptop & Educational Tech
E-READER,Laptop & Educational Tech
KINDLE DEVICE,Laptop & Educational Tech
PENSION CREDIT,Pension & Social Security
PENSION PAYMENT,Pension & Social Security
GOVERNMENT PENSION,Pension & Social Security
ARMY PENSION,Pension & Social Security
EPF PENSION,Pension & Social Security
EPS CREDIT,Pension & Social Security
PENSIONER CREDIT,Pension & Social Security
MONTHLY PENSION,Pension & Social Security
EMPLOYEE PENSION,Pension & Social Security
EPFO PENSION,Pension & Social Security
CIVIL PENSION,Pension & Social Security
DEFENCE PENSION,Pension & Social Security
RAILWAYS PENSION,Pension & Social Security
FAMILY PENSION,Pension & Social Security
TEACHER PENSION,Pension & Social Security
STATE PENSION,Pension & Social Security
CENTRAL GOVT PENSION,Pension & Social Security
PENSION INWARD,Pension & Social Security
PENSION NEFT,Pension & Social Security
PENSION BANK CREDIT,Pension & Social Security
ESIC PENSION,Pension & Social Security
NPS PENSION,Pension & Social Security
PENSION ANNUITY,Pension & Social Security
ANNUITY CREDIT,Annuity Payouts
INSURANCE ANNUITY,Annuity Payouts
LIC ANNUITY,Annuity Payouts
MONTHLY ANNUITY,Annuity Payouts
PENSION PLAN PAYOUT,Annuity Payouts
ANNUITY RECEIPT,Annuity Payouts
RETIREMENT ANNUITY,Annuity Payouts
ANNUITY PAYMENT,Annuity Payouts
IMMEDIATE ANNUITY,Annuity Payouts
DEFERRED ANNUITY,Annuity Payouts
ANNUITY NEFT,Annuity Payouts
HDFC ANNUITY,Annuity Payouts
SBI ANNUITY,Annuity Payouts
ICICI PRUD ANNUITY,Annuity Payouts
BAJAJ ANNUITY,Annuity Payouts
KOTAK ANNUITY,Annuity Payouts
TATA AIA ANNUITY,Annuity Payouts
MAX LIFE ANNUITY,Annuity Payouts
BIRLA SL ANNUITY,Annuity Payouts
ANNUITY INWARD,Annuity Payouts
REGULAR ANNUITY,Annuity Payouts
LIFE ANNUITY,Annuity Payouts
ANNUITY SCHEME,Annuity Payouts
ASSURED ANNUITY,Annuity Payouts
FD INTEREST,Interest & Dividend Income
RD INTEREST,Interest & Dividend Income
DIVIDEND CREDIT,Interest & Dividend Income
BANK INTEREST,Interest & Dividend Income
SAVINGS INTEREST,Interest & Dividend Income
INTEREST CREDIT,Interest & Dividend Income
DIVIDEND RECEIPT,Interest & Dividend Income
MUTUAL FUND DIVIDEND,Interest & Dividend Income
ZERODHA DIVIDEND,Interest & Dividend Income
NSE DIVIDEND,Interest & Dividend Income
STOCK DIVIDEND,Interest & Dividend Income
BOND INTEREST,Interest & Dividend Income
PPF INTEREST,Interest & Dividend Income
NPS RETURN,Interest & Dividend Income
INTEREST INWARD,Interest & Dividend Income
SB INTEREST,Interest & Dividend Income
FD MATURITY,Interest & Dividend Income
RD MATURITY,Interest & Dividend Income
INTEREST INCOME,Interest & Dividend Income
QUARTERLY INTEREST,Interest & Dividend Income
ANNUAL INTEREST,Interest & Dividend Income
FIXED DEPOSIT INTEREST,Interest & Dividend Income
INTEREST ON SAVINGS,Interest & Dividend Income
DIVIDEND INWARD,Interest & Dividend Income
APOLLO PHARMACY,Medications & Pharmacy
NETMEDS,Medications & Pharmacy
PHARMEASY,Medications & Pharmacy
MEDPLUS,Medications & Pharmacy
1MG MEDICINE,Medications & Pharmacy
PHARMACY PURCHASE,Medications & Pharmacy
MEDICINE BILL,Medications & Pharmacy
DRUG STORE,Medications & Pharmacy
CHEMIST PAYMENT,Medications & Pharmacy
DAVA PURCHASE,Medications & Pharmacy
MEDICAL STORE,Medications & Pharmacy
UPI/APOLLOPHARMACY,Medications & Pharmacy
POS PHARMACY,Medications & Pharmacy
TATA 1MG,Medications & Pharmacy
WELLNESS PHARMACY,Medications & Pharmacy
PRESCRIPTION MEDICINE,Medications & Pharmacy
OTC MEDICINE,Medications & Pharmacy
GENERIC MEDICINE,Medications & Pharmacy
MEDICAL SHOP,Medications & Pharmacy
AYURVEDIC PHARMACY,Medications & Pharmacy
HOMEOPATHY STORE,Medications & Pharmacy
MEDICAL SUPPLIES,Medications & Pharmacy
HEALTH PRODUCT,Medications & Pharmacy
DRUG PURCHASE,Medications & Pharmacy
APOLLO HOSPITAL,Doctor Consultations & Tests
FORTIS HOSPITAL,Doctor Consultations & Tests
MAX HEALTHCARE,Doctor Consultations & Tests
MANIPAL HOSPITAL,Doctor Consultations & Tests
PRACTO PAYMENT,Doctor Consultations & Tests
DOCTOR FEE,Doctor Consultations & Tests
CONSULTATION FEE,Doctor Consultations & Tests
CLINIC PAYMENT,Doctor Consultations & Tests
DIAGNOSTIC LAB,Doctor Consultations & Tests
LAB TEST,Doctor Consultations & Tests
THYROCARE,Doctor Consultations & Tests
DR LAL PATHLAB,Doctor Consultations & Tests
DOCPRIME,Doctor Consultations & Tests
SRL DIAGNOSTICS,Doctor Consultations & Tests
METROPOLIS,Doctor Consultations & Tests
PATHOLOGY FEES,Doctor Consultations & Tests
RADIOLOGY FEES,Doctor Consultations & Tests
MRI SCAN,Doctor Consultations & Tests
CT SCAN,Doctor Consultations & Tests
BLOOD TEST,Doctor Consultations & Tests
ECG FEES,Doctor Consultations & Tests
DOCTOR VISIT,Doctor Consultations & Tests
SPECIALIST FEES,Doctor Consultations & Tests
OPD CHARGES,Doctor Consultations & Tests
HEALTH INSURANCE,Health Insurance Premiums
MEDICLAIM,Health Insurance Premiums
NIVA BUPA,Health Insurance Premiums
STAR HEALTH,Health Insurance Premiums
CARE HEALTH,Health Insurance Premiums
RELIGARE HEALTH,Health Insurance Premiums
HDFC ERGO HEALTH,Health Insurance Premiums
INSURANCE PREMIUM,Health Insurance Premiums
MEDICLAIM PREMIUM,Health Insurance Premiums
GROUP INSURANCE,Health Insurance Premiums
HEALTH POLICY,Health Insurance Premiums
MAX BUPA,Health Insurance Premiums
APOLLO MUNICH,Health Insurance Premiums
NEW INDIA HEALTH,Health Insurance Premiums
NATIONAL HEALTH INS,Health Insurance Premiums
ORIENTAL INSURANCE,Health Insurance Premiums
UNITED INDIA HEALTH,Health Insurance Premiums
BAJAJ HEALTH,Health Insurance Premiums
TATA AIG HEALTH,Health Insurance Premiums
ADITYA BIRLA HEALTH,Health Insurance Premiums
FAMILY FLOATER,Health Insurance Premiums
SUPER TOP UP,Health Insurance Premiums
CRITICAL ILLNESS,Health Insurance Premiums
HEALTH RIDER PREMIUM,Health Insurance Premiums
DONATION,Gifts & Philanthropy
CHARITY PAYMENT,Gifts & Philanthropy
NGO DONATION,Gifts & Philanthropy
TEMPLE DONATION,Gifts & Philanthropy
CHURCH OFFERING,Gifts & Philanthropy
MASJID DONATION,Gifts & Philanthropy
GIFT TRANSFER,Gifts & Philanthropy
WEDDING GIFT,Gifts & Philanthropy
BIRTHDAY GIFT,Gifts & Philanthropy
DAAN,Gifts & Philanthropy
CHARITABLE TRUST,Gifts & Philanthropy
PM CARES FUND,Gifts & Philanthropy
CRY DONATION,Gifts & Philanthropy
MILAAP DONATION,Gifts & Philanthropy
GIVEINDIA,Gifts & Philanthropy
KETTO DONATE,Gifts & Philanthropy
RELIEF FUND,Gifts & Philanthropy
DISASTER FUND,Gifts & Philanthropy
COMPASSION INDIA,Gifts & Philanthropy
CHILD CARE FUND,Gifts & Philanthropy
EDUCATIONAL DONATION,Gifts & Philanthropy
HOSPITAL DONATION,Gifts & Philanthropy
ORPHANAGE DONATION,Gifts & Philanthropy
RAKHI GIFT,Gifts & Philanthropy
SCSS INVESTMENT,Senior Citizen Savings Scheme (SCSS)
SCSS DEPOSIT,Senior Citizen Savings Scheme (SCSS)
SENIOR SAVINGS SCHEME,Senior Citizen Savings Scheme (SCSS)
POST OFFICE SCSS,Senior Citizen Savings Scheme (SCSS)
SCSS ACCOUNT,Senior Citizen Savings Scheme (SCSS)
SENIOR CITIZEN SCHEME,Senior Citizen Savings Scheme (SCSS)
SCSS MATURITY,Senior Citizen Savings Scheme (SCSS)
SCSS INTEREST,Senior Citizen Savings Scheme (SCSS)
SCSS RENEWAL,Senior Citizen Savings Scheme (SCSS)
SCSS QUARTERLY,Senior Citizen Savings Scheme (SCSS)
SCSS NEFT,Senior Citizen Savings Scheme (SCSS)
SCSS CREDIT,Senior Citizen Savings Scheme (SCSS)
POSTOFFICE SCSS,Senior Citizen Savings Scheme (SCSS)
SCSS BANK,Senior Citizen Savings Scheme (SCSS)
SBI SCSS,Senior Citizen Savings Scheme (SCSS)
CANARA SCSS,Senior Citizen Savings Scheme (SCSS)
SCSS OPENING,Senior Citizen Savings Scheme (SCSS)
SCSS TERM,Senior Citizen Savings Scheme (SCSS)
SCSS ACCOUNT DEBIT,Senior Citizen Savings Scheme (SCSS)
SCSS EXTENSION,Senior Citizen Savings Scheme (SCSS)
POST OFFICE MIS,Post Office Savings/MIS
PO SAVINGS,Post Office Savings/MIS
INDIA POST MIS,Post Office Savings/MIS
MONTHLY INCOME SCHEME,Post Office Savings/MIS
POST OFFICE DEPOSIT,Post Office Savings/MIS
INDIAPOST PAYMENT,Post Office Savings/MIS
PO RD,Post Office Savings/MIS
POST OFFICE RD,Post Office Savings/MIS
PO FD,Post Office Savings/MIS
INDIAPOST FD,Post Office Savings/MIS
POSTOFFICE ACCOUNT,Post Office Savings/MIS
NSC PURCHASE,Post Office Savings/MIS
KVP PURCHASE,Post Office Savings/MIS
POST OFFICE NSC,Post Office Savings/MIS
POST SAVINGS BANK,Post Office Savings/MIS
POSB INTEREST,Post Office Savings/MIS
INDIA POST SAVINGS,Post Office Savings/MIS
MIS INTEREST,Post Office Savings/MIS
PO MIS CREDIT,Post Office Savings/MIS
INDIAPOST MATURITY,Post Office Savings/MIS
POST OFFICE FD,Post Office Savings/MIS
SAVINGS CERT,Post Office Savings/MIS
KISAN VIKAS PATRA,Post Office Savings/MIS
NATIONAL SAVINGS,Post Office Savings/MIS
REVERSE MORTGAGE RECEIPT,Reverse Mortgage
HOME EQUITY INCOME,Reverse Mortgage
SENIOR HOME EQUITY,Reverse Mortgage
REVERSE MTG CREDIT,Reverse Mortgage
MORTGAGE INCOME,Reverse Mortgage
HOME MORTGAGE SENIOR,Reverse Mortgage
HDFC REVERSE MORTGAGE,Reverse Mortgage
SBI REVERSE MORTGAGE,Reverse Mortgage
CANARA REVERSE MTG,Reverse Mortgage
MONTHLY MORTGAGE PAY,Reverse Mortgage
REVERSE MORTGAGE PAYOUT,Reverse Mortgage
HOME EQUITY LOAN,Reverse Mortgage
EQUITY RELEASE,Reverse Mortgage
PROPERTY BACKED LOAN,Reverse Mortgage
SENIOR PROPERTY LOAN,Reverse Mortgage
REVERSE LOAN CREDIT,Reverse Mortgage
HOUSE LOAN SENIOR,Reverse Mortgage
OLD AGE LOAN,Reverse Mortgage
VIPAREETA MORTGAGE,Reverse Mortgage
REVERSE HOME LOAN,Reverse Mortgage
PARTNER A CAPITAL,Partner A - Capital
CAPITAL CONTRIBUTION A,Partner A - Capital
PARTNER CAPITAL INFUSION A,Partner A - Capital
PARTNER A EQUITY,Partner A - Capital
INITIAL CAPITAL A,Partner A - Capital
FOUNDER CAPITAL A,Partner A - Capital
PROPRIETOR CAPITAL A,Partner A - Capital
PARTNER A INVEST,Partner A - Capital
EQUITY PARTNER A,Partner A - Capital
CAPITAL DEPOSIT A,Partner A - Capital
PROMOTER CAPITAL A,Partner A - Capital
WORKING PARTNER CAPITAL A,Partner A - Capital
SLEEPING PARTNER CAPITAL A,Partner A - Capital
FIRM CAPITAL A,Partner A - Capital
CAPITAL ACCOUNT A,Partner A - Capital
PARTNER A CONTRIBUTION,Partner A - Capital
OWNERSHIP CAPITAL A,Partner A - Capital
FIXED CAPITAL A,Partner A - Capital
PARTNER B CAPITAL,Partner B - Capital
CAPITAL CONTRIBUTION B,Partner B - Capital
PARTNER CAPITAL INFUSION B,Partner B - Capital
PARTNER B EQUITY,Partner B - Capital
INITIAL CAPITAL B,Partner B - Capital
FOUNDER CAPITAL B,Partner B - Capital
PROPRIETOR CAPITAL B,Partner B - Capital
PARTNER B INVEST,Partner B - Capital
EQUITY PARTNER B,Partner B - Capital
CAPITAL DEPOSIT B,Partner B - Capital
PROMOTER CAPITAL B,Partner B - Capital
WORKING PARTNER CAPITAL B,Partner B - Capital
SLEEPING PARTNER CAPITAL B,Partner B - Capital
FIRM CAPITAL B,Partner B - Capital
CAPITAL ACCOUNT B,Partner B - Capital
PARTNER B CONTRIBUTION,Partner B - Capital
OWNERSHIP CAPITAL B,Partner B - Capital
FIXED CAPITAL B,Partner B - Capital
PARTNER A CURRENT,Partner A - Current Account
CURRENT ACCOUNT A,Partner A - Current Account
PARTNER A TRANSACTION,Partner A - Current Account
PARTNER A DEBIT,Partner A - Current Account
PARTNER A CREDIT,Partner A - Current Account
PARTNER A WITHDRAW,Partner A - Current Account
PARTNER A DEPOSIT,Partner A - Current Account
PARTNER A ACCOUNT,Partner A - Current Account
CURRENT PARTNER A,Partner A - Current Account
PARTNER A BALANCE,Partner A - Current Account
FLOAT ACCOUNT A,Partner A - Current Account
PARTNER CURRENT A,Partner A - Current Account
FIRM ACCOUNT PARTNER A,Partner A - Current Account
RUNNING ACCOUNT A,Partner A - Current Account
PARTNER A ENTRY,Partner A - Current Account
DAILY ACCOUNT PARTNER A,Partner A - Current Account
OPERATIONAL PARTNER A,Partner A - Current Account
PARTNER ACCOUNT A,Partner A - Current Account
PARTNER B CURRENT,Partner B - Current Account
CURRENT ACCOUNT B,Partner B - Current Account
PARTNER B TRANSACTION,Partner B - Current Account
PARTNER B DEBIT,Partner B - Current Account
PARTNER B CREDIT,Partner B - Current Account
PARTNER B WITHDRAW,Partner B - Current Account
PARTNER B DEPOSIT,Partner B - Current Account
PARTNER B ACCOUNT,Partner B - Current Account
CURRENT PARTNER B,Partner B - Current Account
PARTNER B BALANCE,Partner B - Current Account
FLOAT ACCOUNT B,Partner B - Current Account
PARTNER CURRENT B,Partner B - Current Account
FIRM ACCOUNT PARTNER B,Partner B - Current Account
RUNNING ACCOUNT B,Partner B - Current Account
PARTNER B ENTRY,Partner B - Current Account
DAILY ACCOUNT PARTNER B,Partner B - Current Account
OPERATIONAL PARTNER B,Partner B - Current Account
PARTNER ACCOUNT B,Partner B - Current Account
PARTNER A DRAWING,Partner A - Drawings
DRAWING DEBIT A,Partner A - Drawings
PARTNER A WITHDRAWAL,Partner A - Drawings
PROPRIETOR DRAW A,Partner A - Drawings
OWNER DRAW A,Partner A - Drawings
PERSONAL DRAW A,Partner A - Drawings
PARTNER A PERSONAL USE,Partner A - Drawings
FIRM DRAW PARTNER A,Partner A - Drawings
DRAWINGS A,Partner A - Drawings
CAPITAL DRAW A,Partner A - Drawings
PARTNER WITHDRAWAL A,Partner A - Drawings
PERSONAL EXPENSE A,Partner A - Drawings
DRAW FROM FIRM A,Partner A - Drawings
PROPRIETOR WITHDRAWAL A,Partner A - Drawings
OWNER CASH A,Partner A - Drawings
PERSONAL EXPENSE FIRM A,Partner A - Drawings
ADVANCE DRAW A,Partner A - Drawings
DRAW ACCOUNT A,Partner A - Drawings
PARTNER B DRAWING,Partner B - Drawings
DRAWING DEBIT B,Partner B - Drawings
PARTNER B WITHDRAWAL,Partner B - Drawings
PROPRIETOR DRAW B,Partner B - Drawings
OWNER DRAW B,Partner B - Drawings
PERSONAL DRAW B,Partner B - Drawings
PARTNER B PERSONAL USE,Partner B - Drawings
FIRM DRAW PARTNER B,Partner B - Drawings
DRAWINGS B,Partner B - Drawings
CAPITAL DRAW B,Partner B - Drawings
PARTNER WITHDRAWAL B,Partner B - Drawings
PERSONAL EXPENSE B,Partner B - Drawings
DRAW FROM FIRM B,Partner B - Drawings
PROPRIETOR WITHDRAWAL B,Partner B - Drawings
OWNER CASH B,Partner B - Drawings
PERSONAL EXPENSE FIRM B,Partner B - Drawings
ADVANCE DRAW B,Partner B - Drawings
DRAW ACCOUNT B,Partner B - Drawings
PARTNER SALARY,Partner Salaries/Bonus
PARTNER BONUS,Partner Salaries/Bonus
WORKING PARTNER SALARY,Partner Salaries/Bonus
FIRM SALARY,Partner Salaries/Bonus
ACTIVE PARTNER PAY,Partner Salaries/Bonus
REMUNERATION PARTNER,Partner Salaries/Bonus
SALARY TO PARTNER,Partner Salaries/Bonus
PARTNER PAY NEFT,Partner Salaries/Bonus
WORKING PARTNER PAY,Partner Salaries/Bonus
PARTNER MONTHLY SALARY,Partner Salaries/Bonus
PARTNER ANNUAL BONUS,Partner Salaries/Bonus
PARTNER WAGE,Partner Salaries/Bonus
PARTNER INCENTIVE,Partner Salaries/Bonus
PARTNER PERFORMANCE PAY,Partner Salaries/Bonus
FIRM SALARY DEBIT,Partner Salaries/Bonus
REMUNERATION DEBIT FIRM,Partner Salaries/Bonus
SALARY WORKING PARTNER,Partner Salaries/Bonus
PARTNER EMOLUMENT,Partner Salaries/Bonus
PARTNER EARNING,Partner Salaries/Bonus
PARTNER INTEREST,Interest on Partner Capital
CAPITAL INTEREST PARTNER,Interest on Partner Capital
INTEREST TO PARTNER,Interest on Partner Capital
PARTNERSHIP INTEREST,Interest on Partner Capital
FIRM INTEREST CAPITAL,Interest on Partner Capital
CAPITAL INTEREST FIRM,Interest on Partner Capital
PARTNER CAPITAL RETURN,Interest on Partner Capital
INTEREST ON CAPITAL,Interest on Partner Capital
PARTNER LOAN INTEREST,Interest on Partner Capital
FIRM CAPITAL INTEREST,Interest on Partner Capital
CAPITAL REMUNERATION,Interest on Partner Capital
PARTNER FINANCE COST,Interest on Partner Capital
PARTNER INTEREST DEBIT,Interest on Partner Capital
FIXED CAPITAL INTEREST,Interest on Partner Capital
FIRM INTEREST PAID,Interest on Partner Capital
PARTNER INTEREST CREDIT,Interest on Partner Capital
CAPITAL YIELD,Interest on Partner Capital
PARTNER RETURN CAPITAL,Interest on Partner Capital
PARTNER LOAN,Loans from Partners
LOAN FROM PARTNER,Loans from Partners
DIRECTOR LOAN FIRM,Loans from Partners
PARTNER ADVANCE,Loans from Partners
PROPRIETOR LOAN,Loans from Partners
FIRM LOAN PARTNER,Loans from Partners
PARTNER CREDIT FIRM,Loans from Partners
LOAN RECEIVED PARTNER,Loans from Partners
WORKING CAPITAL PARTNER,Loans from Partners
PARTNER DEBT,Loans from Partners
PARTNER BORROWING,Loans from Partners
UNSECURED PARTNER LOAN,Loans from Partners
PARTNER FUND,Loans from Partners
INFORMAL LOAN PARTNER,Loans from Partners
PARTNER FINANCE,Loans from Partners
LOAN CAPITAL PARTNER,Loans from Partners
PARTNER LEND,Loans from Partners
OWNER LOAN FIRM,Loans from Partners
CAPITAL LOAN,Loans from Partners
ADVANCE PARTNER FIRM,Loans from Partners
ROC FEES,Firm Registration & Legal
FIRM REGISTRATION,Firm Registration & Legal
LEGAL FEES,Firm Registration & Legal
ADVOCATE FEES,Firm Registration & Legal
COMPANY LAWYER,Firm Registration & Legal
NOTARY FEES,Firm Registration & Legal
STAMP DUTY,Firm Registration & Legal
COURT FEES,Firm Registration & Legal
SOLICITOR FEES,Firm Registration & Legal
DRAFTING FEES,Firm Registration & Legal
REGISTRATION STAMP,Firm Registration & Legal
DEED REGISTRATION,Firm Registration & Legal
PARTNERSHIP DEED,Firm Registration & Legal
FIRM DEED COST,Firm Registration & Legal
LEGAL DOCUMENTATION,Firm Registration & Legal
ADVOCATE RETAINER,Firm Registration & Legal
CORPORATE LAWYER,Firm Registration & Legal
COMPLIANCE LEGAL,Firm Registration & Legal
LEGAL COUNSEL FEES,Firm Registration & Legal
AGREEMENT DRAFTING,Firm Registration & Legal
CONTRACT LEGAL,Firm Registration & Legal
NOTARIZATION FEES,Firm Registration & Legal
FIRM LEGAL,Firm Registration & Legal
SHARE ALLOTMENT,Paid-up Equity Share Capital
EQUITY CAPITAL,Paid-up Equity Share Capital
IPO RECEIPT,Paid-up Equity Share Capital
SHARE SUBSCRIPTION,Paid-up Equity Share Capital
CAPITAL ALLOTMENT,Paid-up Equity Share Capital
EQUITY ALLOTMENT,Paid-up Equity Share Capital
SHARE ISSUE CREDIT,Paid-up Equity Share Capital
PVTLTD CAPITAL,Paid-up Equity Share Capital
FOUNDER SHARE,Paid-up Equity Share Capital
PROMOTER SHARE,Paid-up Equity Share Capital
PAID UP CAPITAL,Paid-up Equity Share Capital
EQUITY ISSUE,Paid-up Equity Share Capital
SHARE CERTIFICATE,Paid-up Equity Share Capital
PVTLTD EQUITY,Paid-up Equity Share Capital
CAPITAL RAISE,Paid-up Equity Share Capital
STARTUP EQUITY,Paid-up Equity Share Capital
SHARE SUBSCRIPTION MONEY,Paid-up Equity Share Capital
RIGHTS ISSUE,Paid-up Equity Share Capital
PREFERENTIAL ALLOTMENT,Paid-up Equity Share Capital
FDI EQUITY,Paid-up Equity Share Capital
SHARE PREMIUM,Securities Premium Account
SECURITIES PREMIUM,Securities Premium Account
PREMIUM ON SHARES,Securities Premium Account
IPO PREMIUM,Securities Premium Account
SHARE PREMIUM ACCOUNT,Securities Premium Account
EQUITY PREMIUM,Securities Premium Account
PREMIUM ALLOTMENT,Securities Premium Account
ISSUE PREMIUM,Securities Premium Account
PREMIUM CAPITAL,Securities Premium Account
PVTLTD PREMIUM,Securities Premium Account
ADDITIONAL EQUITY PREMIUM,Securities Premium Account
STARTUP PREMIUM,Securities Premium Account
PREFERENTIAL PREMIUM,Securities Premium Account
RIGHTS PREMIUM,Securities Premium Account
VALUATION PREMIUM,Securities Premium Account
SHARE AT PREMIUM,Securities Premium Account
PREMIUM ISSUE,Securities Premium Account
PREMIUM RECEIPT,Securities Premium Account
ABOVE PAR VALUE,Securities Premium Account
SHARE OVERPRICE,Securities Premium Account
GENERAL RESERVE,General Reserve
PROFIT TO RESERVE,General Reserve
RESERVE TRANSFER,General Reserve
RESERVE FUND,General Reserve
STATUTORY RESERVE,General Reserve
PROFIT APPROPRIATION,General Reserve
RESERVE ALLOCATION,General Reserve
SURPLUS RESERVE,General Reserve
RETAINED PROFIT,General Reserve
UNDISTRIBUTED RESERVE,General Reserve
COMPANY RESERVE,General Reserve
FIRM RESERVE,General Reserve
VOLUNTARY RESERVE,General Reserve
PROFIT RESERVE,General Reserve
ANNUAL RESERVE,General Reserve
FREE RESERVE,General Reserve
BUFFER RESERVE,General Reserve
PRUDENTIAL RESERVE,General Reserve
CORPORATE RESERVE,General Reserve
PROFIT PLOUGHBACK,General Reserve
TERM LOAN RECEIPT,Secured Loans (Bank/Term Loans)
BANK LOAN CREDIT,Secured Loans (Bank/Term Loans)
SECURED LOAN,Secured Loans (Bank/Term Loans)
PROJECT LOAN,Secured Loans (Bank/Term Loans)
HDFC TERM LOAN,Secured Loans (Bank/Term Loans)
SBI TERM LOAN,Secured Loans (Bank/Term Loans)
CAPEX LOAN,Secured Loans (Bank/Term Loans)
INFRASTRUCTURE LOAN,Secured Loans (Bank/Term Loans)
MACHINERY LOAN,Secured Loans (Bank/Term Loans)
EQUIPMENT LOAN,Secured Loans (Bank/Term Loans)
VEHICLE LOAN PVTLTD,Secured Loans (Bank/Term Loans)
PROPERTY LOAN,Secured Loans (Bank/Term Loans)
MORTGAGE LOAN,Secured Loans (Bank/Term Loans)
BANK SANCTION,Secured Loans (Bank/Term Loans)
